keyword,rank,url,domain_authority,page_authority,spam_score,pages_to_root_domain,nofollow_pages_to_root_domain,total_words,header_words,footer_words,keyword_count,city_count,lawyer_attorney_count,first_keyword_spot,keyword_in_200_words,title,key_in_title,h1_count,h1_text,key_in_h1,h2_count,h2_text,key_in_h2,h3_count,h3_text,key_in_h3,image_count,image_alt_text,key_in_alt_text,is_wordpress,has_table_of_contents
Truck Accident Lawyer Washington DC,31,https://www.forthepeople.com/trucking-accident-attorneys/,57,48,6,951794,105295,3732,0,109,36,0,30,255.0,False,Commercial Semi Truck Accident Lawyers | Morgan & Morgan Law Firm,True,2,"['Commercial Semi Truck Accident Lawyers', 'How Can We Help You Today?']","[True, False]",8,"['FAQ', 'The Fee is FreeTM Only Pay If We Win.', 'See Our Nationwide Results', 'Find Other Ways We Can Help', 'Free Case Evaluation', 'Quick Links', 'Trending News', 'Most Asked Questions']","[False, False, False, False, False, False, False, False]",14,"['Truck Accident Claims', 'What to Do Following a Truck Accident?', 'What Are The Leading Causes of Truck Accidents?', 'How Truck Accidents Are Different From Car Accidents', 'Who is Responsible for My Truck Accident?', 'What Will My Attorney Do To Help Me?', 'How Negligence is Established Following a Truck Accident', 'How Compensation is Determined Following a Truck Accident', 'Hear From Our Clients', 'Submit a Free Case Evaluation', 'Get a Call From Us', 'Let Us Get to Work', 'We’ve won over $15 Billion for our clients in cases of all types. Let us work hard for you.', 'Our attorneys specialize in over 200 practice areas, including:']","[True, True, True, True, True, False, True, True, False, False, False, False, False, False]",78,"['NO ALT', 'Personal Injury Lawyers - Morgan & Morgan', 'Search', 'Phone', 'click to call icon', 'click to call icon', 'click to call icon', 'click to call icon', 'click to call icon', 'Search', 'Truck Accident Attorney', 'plus', 'minus', 'plus', 'minus', 'plus', 'minus', 'plus', 'minus', 'plus', 'minus', 'plus', 'minus', 'plus', 'minus', 'Video Thumbnail', '5 stars', 'Google Logo', '5 stars', 'Video Thumbnail', '5 stars', 'Video Thumbnail', '5 stars', 'Video Thumbnail', '5 stars', 'Free case evaluation icon', 'Incoming icon', 'Woman with computer icon', 'Car icon', 'Medical Malpractice icon', 'Clock and money icon', 'Tobacco icon', 'Slip & Fall icon', 'Premises Liability icon', 'Social Security icon', 'Civil Rights icon', 'Car Accident Lawyer & Auto Injury Attorneys - Person driving the car', 'Motorcycle Accident Injury Lawyers - Motorcycle in accident', 'Do I Need A Lawyer After A Semi-Truck Accident - truck on the highway', 'signs-you-need-truck-accident-lawyer', 'Distracted Driving Car Accident Lawyers - morgan and morgan', '18 Wheeler Accident Claims: How Much Compensation Am I Owed - truck', 'Are Semi Truck Accident Settlement Calculators Accurate - truck', 'What Is The Average Commercial Truck Accident Settlement - truck driving on highway', 'What is the Average Truck Accident Settlement - truck driving on the highway', 'Semi Truck Accident Claims: What You Need To Know - truck', '', 'Commercial Truck Laws - truck on highway', 'Commercial Truck Laws in California - truck driving', 'How Are Big Truck Accident Settlements Calculated - truck on highway', 'Tractor-Trailer Accidents - truck on the highway', '', 'Morgan & Morgan logo', 'Businesstrialgroup.com logo', 'Whistleblowerattorneys.com logo', 'Injury.com logo', 'Abogados.com logo', 'ClassAction.com logo', 'Twitter icon', 'Twitter icon', 'Facebook icon', 'Instagram icon', 'YouTube icon', 'TikTok icon', 'Sitejabber customer rating badge', 'Morgan & Morgan BBB Business Review', 'Download on the App Store', 'Get it on Google Play']","[False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, True, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,32,https://www.wilsonandparlett.com/personal-injury/truck-accidents/,27,19,3,7625,676,1013,75,164,20,3,8,19.0,True,Truck Accident Lawyer in Maryland | Wilson & Parlett,True,1,['Truck Accident Lawyers in Maryland'],[True],1,['Truck Accident Cases'],[True],4,"['Common Causes of Trucking Accidents', 'How Are Truck Accidents Different Than Car Crashes?', 'Who Can Be Held Liable In A Truck Accident?', 'Trust Our Experienced Maryland Truck Accident Attorneys']","[False, True, True, True]",11,"['Wilson & Parlett', 'Infographic highlighting the most common causes of truck accidents', '', '', '', '', '', '', '', 'Wilson & Parlett', 'Internet Marketing Experts']","[False, True, False, False, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,33,https://www.goldbergfinnegan.com/benefits-of-truck-crash-lawyer/,31,21,1,87738,3463,802,207,235,20,0,15,44.0,True,How a Truck Accident Lawyer Can Help You Pursue Compensation - Goldberg Finnegan,True,1,['How a Truck Accident Lawyer Can Help You Pursue Compensation'],[True],8,"['Determining Liability', 'Uncovering Important Evidence', 'Selecting the Best Legal Strategy', 'Handling Communications with the Insurance Companies', 'Applying Knowledge of Laws and Regulations', 'Providing Competent Legal Guidance', 'Get Help from an Experienced Lawyer', 'Related Blog Posts']","[False, False, False, False, False, False, False, False]",0,[],[],29,"['Goldberg Finnegan Homepage', 'Goldberg Finnegan Homepage', '', '', '', '', '', 'Goldberg Finnegan', 'Goldberg Finnegan', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Click to activate map', '']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,34,https://mcdonaldworley.com/semi-truck-accident-lawyer-houston-tx/,36,34,1,44357,7396,1986,326,183,28,0,15,5.0,True,Houston Truck Accident Lawyer | Get the results you deserve,True,1,['Houston Truck Accident Lawyer'],[True],7,"['', 'What is the Difference Between Car Accidents and Truck Accidents?', 'How is Compensation Determined Following a Truck Accident?', 'What should I do After a Truck Accident?', 'How is the Negligence of a Truck Driver Established Following a Truck Accident?', 'Semi-Truck Accidents', 'Get The Fair Treatment You Deserve']","[False, True, True, True, True, True, False]",14,"['Larger insurance policies', 'Increased property damage', 'More serious injuries', 'Much larger medical bills', 'Greater chance of death', 'Pain and suffering', 'Mental Anguish', 'Loss of Consortium', 'Main Office:', 'Fort Lauderdale Office:', 'Los Angeles Office:', 'D.C. Office:', 'Las Vegas Office:', 'New York Office:']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False]",10,"['McDonald Worley Logo', '', '', 'mw-icon-1', '', '', 'McDonald Worley Logo', 'McDonald Worley Logo', 'triple-digital-logo-w', 'triple-digital-logo-w']","[False, False, False, False, False, False, False, False, False, False]",True,True
Truck Accident Lawyer Washington DC,35,https://lambergoodnow.com/phoenix/truck-accident-lawyer/,48,38,-1,15810,6544,4323,241,295,35,0,23,29.0,True,Phoenix Truck Accident Lawyer | 99% Won or Settled*,True,3,"['Phoenix Truck Accident Lawyer Team', 'Phoenix Truck Accident Lawyer Team', 'FAQs: Truck and Tractor-Trailer Accidents']","[True, True, False]",1,['FREE Case Review'],[False],13,"['Phoenix Truck Accident Lawyers', 'Negligent Drivers', 'Proactive Investigation', 'Expert Resources', 'Experienced Phoenix Truck Accident Lawyers', 'The Causes of Tractor-Trailer Crashes', 'Federal Trucking Laws', 'Arizona Truck Accident Statistics and Laws', 'Proactive Investigation and Litigation', 'Contact our Phoenix Truck Accident Lawyer Team Today', 'Our Team', 'In The Media', 'Free Case Review']","[True, False, False, False, True, False, False, True, False, True, False, False, False]",32,"['NO ALT', '', '', '', '', '', '', '', '', '', '', '', '', 'NO ALT', 'NO ALT', 'NO ALT', 'Phoenix Truck Accident Lawyer', 'Truck Accident Lawyer Phoenix ', 'NO ALT', 'NO ALT', 'NO ALT', '', '', 'NO ALT', '', '', '', '', '', '', '', '']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,36,https://www.marylandtruckaccidentlawyerblog.com/establishing-liability-in-maryland-truck-accident-claims/,18,19,1,30848,462,1041,42,20,18,1,17,19.0,True,"Establishing Liability in Maryland Truck Accident Claims — Maryland Trucking Accident Lawyer Blog — March 25, 2022",True,1,['Establishing Liability in Maryland Truck Accident Claims'],[True],1,"[""Can Trucking Companies Be Held Liable for an Independent Contractor's Negligence?""]",[False],0,[],[],10,"['Lebowitz & Mzhen Personal Injury Lawyers', 'Share this Post', 'Tweet this Post', 'Share on Facebook', 'Share on LinkedIn', 'Facebook Icon', 'Twitter Icon', 'LinkedIn Icon', 'Justia Icon', 'Feed Icon']","[False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,37,https://www.piklaw.com/personal-injury/truck-accident-lawyer/,18,17,5,9475,273,1075,0,0,11,0,10,155.0,True,Truck Accident Attorneys in Fairfax & Manassas VA,True,1,"['Truck Accident Attorneys in Fairfax, Manassas, Centreville and Front Royal, VA']",[True],6,"['Proven lawyers seek payment for people hit by tractor trailers', 'Regulations and safety requirements that govern commercial vehicles', 'Common causes of truck accidents', 'Injuries that frequently occur in commercial vehicle collisions', 'Our Office', 'Map & Directions']","[False, False, True, False, False, False]",3,"['Contact an experienced Virginia truck accident lawyer for a free consultation', 'Contact Us', 'Fairfax Office']","[True, False, False]",4,"['Pikrallidas | Probasco', 'Pikrallidas | Probasco', 'Pikrallidas | Probasco', 'Martindale Logo']","[False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,38,https://koonz.com/dc-personal-injury/truck-accidents/,38,27,2,10758,2398,1837,12,131,15,5,15,100.0,True,D.C. Truck Accident Lawyer | Koonz McKenney Johnson & DePaolis LLP,True,1,['D.C. Truck Accident Attorney'],[True],1,['Our Legal Services are Free Unless You Win'],[False],10,"['What Information do you need from Another Driver after a DC Semi Truck Accident?', 'Contributory Negligence in D.C.', 'Common Injuries in D.C. Truck Accidents', 'How long do I have a file a lawsuit after a DC Truck Accident?', 'D.C. Dram Shop Laws in Truck Accident Claims', 'Are punitive damages available in D.C. courts?', 'What is the minimum auto insurance coverage allowed by law in D.C.?', 'Is D.C. a “fault” jurisdiction or a “no-fault” jurisdiction?', 'Who should I claim against if my injuries were worsened by a malfunctioning airbag?', '$1 Billion and Counting']","[True, False, True, True, True, False, False, False, False, False]",4,"['Koonz McKenney Johnson & DePaolis LLP', 'Two people talking', 'Washington DC Truck Accident Attorney', 'Koonz McKenney Johnson & DePaolis LLP']","[False, False, True, False]",True,False
Truck Accident Lawyer Washington DC,39,https://www.portnerandshure.com/personal-injury/motor-vehicle-accidents/truck-accidents/,24,21,1,54435,3184,2314,250,265,29,0,18,2.0,True,"Washington, D.C., Virginia & Maryland Truck Accident Lawyer",True,1,"['TRUCK ACCIDENT LAWYERS IN VIRGINIA, MARYLAND & WASHINGTON, D.C.']",[True],1,['TRUCKING ACCIDENTS – THE PROCESS STARTS IMMEDIATELY AFTER THE ACCIDENT'],[False],7,"['COMMON CAUSES OF TRUCK ACCIDENTS', 'COMMON INJURIES IN TRUCK ACCIDENTS', 'WHAT ARE THE HOURS OF SERVICE REGULATIONS?', 'HOW WE CAN HELP YOU', 'DAMAGES IN TRUCK ACCIDENT CASES', 'TIPS TO AVOID A TRUCK ACCIDENT', 'CONTACT OUR EXPERIENCED TRUCK ACCIDENT LAWYERS TODAY']","[True, True, False, False, True, True, True]",60,"['Portner & Shure, P.A.', 'Portner & Shure, P.A.', '', '', 'Jonathan N. Portner Photo', 'Simran  Rahi Photo', 'Richard D. Shure Photo', 'Valerie F. Portner Photo', 'Pablo  Pérez Salido Photo', 'Sarah  Sadler Photo', 'Elizabeth  Bermudez Photo', 'Norma  Guevara Photo', 'Kirian  Chin Photo', 'Kellyn  Wilcox Photo', 'Kevin A. Ruby Photo', 'Audrey  Lin Photo', 'Christine  Airey Photo', 'Pam  Brown Photo', 'Roxy  Bucio Photo', 'Marlana  Gentner Photo', 'Claudia  Hernandez Photo', 'Diane  Lazo Photo', 'Christine  Phong Photo', 'Brandy  Moreira Soriano Photo', 'Lupe  Miranda Photo', 'Beth  Arbogast Photo', 'Rosanna  Yap Photo', 'Hyun  Young Chung (Grace) Photo', 'Alejandra  Loya-Villalobos Photo', '', '', '', 'Multi-Million Dollar Advocates Forum', 'The National Trial Lawyers Top 100', 'Super Lawyers', 'Best Attorneys of America', 'The National Trial Lawyers', 'Virginia Trial Lawyers Association', '5-Star Google Reviews', 'Lead Counsel Rated', 'Maryland Association for Justice', '10 Best Client Satisfaction Award 2016-2021', '10 Best Client Satisfaction Award 2016-2021', 'American Association for Justice', 'Avvo Rating Top Attorney', 'Avvo Superb Rating Top Attorney', 'US News & World Report Best Law Firms 2019', 'Million Dollar Advocates Forum - Jonathan Portner', 'Portner & Shure, P.A.', 'Portner & Shure, P.A.', '', '', '', '', '', '', '', '', 'Internet Marketing Experts', '']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,40,https://www.barreralawfirm.com/personal-injury/trucking-accidents/,26,21,1,7433,568,1249,39,112,13,1,11,76.0,True,Virginia Truck Accident Lawyer | Semi-Truck Accidents in Alexandria,True,1,['Virginia Truck Accident Attorney'],[True],3,"['Call For a Consultation:\t(571) 290-2390', ""Who's Liable for Your Injury?"", 'Hire a Virginia Truck Accident Lawyer With Six Decades of Experience']","[False, False, True]",0,[],[],5,"['', 'The Barrera Law Firm, PLLC', '', 'The Barrera Law Firm, PLLC', 'Internet Marketing Experts']","[False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,41,https://www.fosterwallace.com/library/5-reasons-to-hire-a-truck-accident-lawyer.cfm,19,26,2,43081,1153,1347,71,132,14,0,12,5.0,True,"5 Reasons To Hire A Truck Accident Lawyer | Foster Wallace, LLC",True,1,['Why You Need a Truck Accident Lawyer if You Have Been Hurt in a Crash'],[True],2,"['5 Reasons To Hire a Truck Accident Lawyer:', 'Have You Been Injured in a Kansas City Truck Accident?']","[True, True]",4,"['Offer', 'FAQ', 'Library', 'Blog']","[False, False, False, False]",9,"['Foster Wallace, LLC', 'Why You Need a Truck Accident Lawyer if You Have Been Hurt in a Crash', 'Michael Foster', 'A Complete Guide to Car Insurance Requirements in Kansas', 'What Insurance Companies Don’t Want You to Know About Your Kansas or Missouri Car Accident Claim', 'Lo Que las Compañías de Seguros No Quieren Que Sepa Sobre Su Reclamo de Accidente Automovilístico en Kansas o Missouri', 'Subscribe to our RSS Feed', 'Foster Web Marketing', 'Dynamic Self-Syndication (DSS™)']","[False, True, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,42,https://www.lonnielawoffice.com/truck-accident-lawyer,22,18,5,80168,943,2346,0,0,39,3,32,19.0,True,"Truck Accident Lawyer Rockville, MD - Truck Accident Attorney - Greenblatt & Veliev, LLC",True,1,['Truck Accident Lawyer'],[True],17,"['Call For a Free Consultation', 'Why People Trust Greenblatt & Veliev', 'Truck Accidents Can Happen Anywhere', 'Clients Recommend Our Rockville, MD, Attorneys', ""What to Do If You're Been In a Truck Crash"", 'How Our Truck Accidents Lawyers Can Help You', 'Contact Greenblatt & Veliev Today', 'More Praise For Our Personal Injury Attorneys', 'Types of Losses              A Jury Award or Settlement Can Cover', 'Who Can Be Held Accountable in Your Truck Accident Case?', 'Fatal Truck Accidents', 'What Clients Have to Say              About Our Rockville, Maryland, Law Firm', 'Greenblatt & Veliev, LLC', 'Rockville Office', 'Contact Us                                  Today', 'Rockville Office', 'Rockville Office']","[False, False, True, False, False, True, False, False, False, True, True, False, False, False, False, False, False]",24,"['Call (301) 251-8776', 'Significant Court Victories', 'Multilingual', 'Comprehensive Legal Services', 'You Only Pay If You Collect', 'Recognized Attorneys', 'Preserve Video and Photos', 'See a Doctor', 'Gather Contact Information', 'Do Not Talk to Insurance Companies', 'Contact Our Rockville, MD, Office', 'Gather Supporting Evidence', 'Keep Track of Deadlines', 'Navigate Court Systems', 'Request a Free Consultation', 'Call (301)251-8776', 'Email Us', 'Medical Bills and Rehabilitation', 'Lost Wages', 'Property Damage', 'Emotional Pain and Suffering', 'The Truck Driver', 'The Trucking Company', 'State or Local Government']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",24,"['Greenblatt & Veliev, LLC', 'Greenblatt & Veliev, LLC', 'Greenblatt & Veliev, LLC', 'Greenblatt & Veliev, LLC', 'Greenblatt & Veliev, LLC', 'semi truck', 'law offices', 'truck accident', '1', 'Google logo', '1', 'Google logo', '1', 'Google logo', '1', 'Google logo', 'roadside memorial', '1', 'Google logo', '1', 'Google logo', 'Logo Icon', 'Google map image of our location in 110 N Washington St 110 N Washington St Rockville, MD', 'Google map image of our location in 110 N Washington St Ste 402 Rockville, MD']","[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,43,https://www.patrickmalonelaw.com/focus-areas/auto-truck-motorcycle-accidents/trucks/trucking-regulations-laws-washington-dc-federal/,33,21,-1,29672,1475,1254,321,15,7,2,14,318.0,False,Trucking Regulations and Laws - Washington DC and Federal - Patrick Malone Law,False,1,['Trucking Regulations and Laws – Washington DC and Federal'],[False],2,"['Primary Sidebar', 'Footer']","[False, False]",14,"['CALL US TODAY:', '202-742-1500888-625-6635', 'Large Commercial Truck Regulations in Washington D.C.', 'Truck Driver’s Current Hours of Service Rules', 'Contact Knowledgeable Trucking Accident Lawyers', 'Contact Us', 'Focus Areas', 'Resources', 'What Our Clients Say', 'Patient Safety Blog by Patrick Malone & Associates', 'Our Location', 'PATRICK MALONE & ASSOCIATES, P.C.', 'What We Do', 'Directions']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False]",2,"['', '']","[False, False]",True,False
Truck Accident Lawyer Washington DC,44,https://www.plotnicklaw.com/truck-accidents,19,22,1,953,504,3,0,0,0,0,0,,,403 Forbidden,False,1,['403 Forbidden'],[False],0,[],[],0,[],[],0,[],[],False,False
Truck Accident Lawyer Washington DC,45,https://mendozafirm.com/truck-accident-lawyer/,9,15,1,1136,69,1297,159,58,16,0,13,9.0,True,Truck Accident Lawyer | The Mendoza Law Firm,True,1,['Truck Accident Lawyer'],[True],2,"['How Can I Protect My Rights Following a Truck Accident?', 'What to Do After a Truck Accident']","[True, True]",9,"['Call 911', 'Seek Medical Assistance', 'Document The Accident Scene', 'Contact Information Exchange', 'Find Witnesses', 'Notify Your Insurer', 'Seek Legal Help', 'Free Case Evaluation', 'Questions?']","[False, False, False, False, False, False, False, False, False]",7,"['', '', 'facebook', 'instagram', 'Tik Tok', 'YouTube', '']","[False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,46,https://www.marylandinjurylawyer.net/trucking-accidents.html,26,30,3,172356,5413,1513,0,0,8,0,17,70.0,True,Maryland Truck Accident Lawyer | Baltimore Trucking Injury Attorneys,True,1,['Maryland Truck Accident Lawyer'],[True],0,[],[],0,[],[],14,"['Logo of Lebowitz & Mzhen Personal Injury Lawyers', 'Baltimore Inner Harbor water view and Lawyers Group Photo', 'Justia Lawyer Rating', 'Maryland Association for Justice', 'American Association for Justice', 'Top One', 'Super Lawyers', 'Top 100 Trial Lawyers', '[Photo of Truck]', 'Facebook Icon', 'Twitter Icon', 'LinkedIn Icon', 'Justia Icon', 'ClickCease']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,47,https://theporterfirm.com/truck-accident-lawyers/,15,14,15,456,175,2868,86,0,18,0,20,4.0,True,Truck Accident Lawyers - The Porter Law Firm,True,1,['Truck Accident Lawyers'],[True],6,"['What Are The Top Reasons For Truck Crashes?', 'Dealing With Truck Accident Cases Professionally', 'Why Choose The Porter Law Firm For Your Truck Crash Case?', 'Call Us Today', 'Practice Areas', 'Ready to Talk to Us?']","[False, True, False, False, False, False]",13,"['1) Investigating The Truck Crash', '2) Identifying The Negligent Parties', '3) Assessing The Damage Sustained', '4) Legal Representation During The Settlement Process', 'Decades Of Experience At Your Service', 'We Will Hold All Liable Parties Accountable', 'We Have The Resources To Handle Tough Cases', 'We’ll Fight For Your Best Interests', 'Contact Us for Help', 'Contact', 'Location', 'Hours', 'Our Mission']","[False, False, False, False, False, False, False, False, False, False, False, False, False]",6,"['testnewporterlogoopt', 'porter-logo-white', 'porter-logo-white', 'porter-logo-white', 'triple-digital-logo-w', 'triple-digital-logo-w']","[False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,48,https://www.castrolawgroup.com/personal-injury/truck-accidents/,24,24,1,48436,1733,2596,87,252,31,2,31,19.0,True,Truck Accident Lawyer Waldorf Maryland |Truck Collisions Attorney Waldorf,True,1,"['Truck Accident Attorneys in Waldorf, Maryland.']",[True],4,"['What are the Most Common Causes of Truck Accidents in Waldorf, Maryland?', 'Skilled Truck Accident Attorneys in Waldorf, Maryland Who Fully Investigate Your Claim to Pursue Real-Time Results', 'Call Our Experienced Truck Accident Lawyers in Waldorf, Maryland Now.', 'Frequently Asked Questions for our Truck Accident Attorneys in Waldorf, Maryland.']","[True, True, True, True]",7,"['Our Personal Injury Attorneys in Waldorf, Maryland at Law Office Of Robert Castro, P.A. Also Focus on the Following Practice Areas:', 'Should I Accept the Insurance Company’s Truck Accident Settlement?', 'If a Truck Driver Caused an Accident with Injuries, Will He or She Be Fired?', 'Will the Law Office of Robert Castro Take My Case if I Was Injured in a Flatbed Truck Accident?', 'How Do I Know How to Choose the Right Truck Accident Attorney?', 'I Lost a Loved One in a Semi-Truck Accident. Can I Pursue the Negligent Party for Financial Recovery?', 'Cities We Serve']","[False, True, False, True, True, True, False]",2,"['The Law Office of Robert R. Castro Logo', 'Law Office of Robert Castro, P.A.']","[False, False]",True,False
Truck Accident Lawyer Washington DC,49,https://www.osborneinjury.com/truck-accidents/,20,22,1,3564,852,1301,37,18,23,0,26,37.0,True,Truck Accident Attorney Charlotte - Osborne Law Firm - NC,True,1,['Truck Accident Lawyer in Charlotte Protecting Clients After a Crash'],[True],5,"['You may be entitled to compensation if:', 'How Do Truck Collisions Happen?', 'What Damages Can I Recover After a Truck Accident?', 'How Can I Get Help From a Truck Accident Lawyer?', 'Why Should I Consult an Attorney Following a Truck Accident?']","[False, False, True, True, True]",0,[],[],37,"['Osborne Law Firm Homepage', 'Osborne Law Firm Homepage', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Click to activate map']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,50,https://www.1800nowhurt.com/other-practice-areas/truck-accident-attorney-in-new-york/,22,23,3,336024,508,1691,0,0,18,3,11,233.0,False,New York Truck Accident Lawyer,True,1,['Truck Accident Attorney in New York'],[True],3,"['Other Practice Areas', 'What causes truck accidents?', 'Our Awards']","[False, True, False]",3,"['How do trucking regulation violations factor in a truck accident case?', 'Who might be liable for a truck accident?', 'How does a New York truck accident lawyer benefit my case?']","[True, True, True]",18,"['NO ALT', 'NO ALT', 'logo2x', 'logo2x', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,51,https://www.kffjlaw.com/practice_areas/fairfax-virginia-truck-accident-attorneys.cfm,28,22,3,37535,1183,576,121,87,7,0,7,5.0,True,"Fairfax, VA Truck Accident Attorney | Personal Injury Lawyer | Kearney, Freeman, Fogarty & Joshi, PLLC",True,1,['Truck Accident Attorneys Defending the Legal Rights of Injured Victims in Fairfax and Throughout Northern Virginia'],[True],6,"['Recognized', 'Serving Truck Accident Victims in Northern Virginia • Maryland • Washington D.C. Metro', 'After a Truck Accident, We Know You Have Questions — We Have Answers.', 'Our Lawyers Protect Your Rights and Fight For Fair and Just Compensation', 'Truck Accidents Often Result in Serious Injuries', 'Contact Us']","[False, True, True, False, True, False]",4,"['Search Our Site', 'Offer', 'Offices', 'Connect With Us']","[False, False, False, False]",8,"['Kearney, Freeman, Fogarty & Joshi, PLLC', 'Return to Kearney, Freeman, Fogarty & Joshi, PLLC Home', 'Kearney, Freeman, Fogarty & Joshi, PLLC', 'We Welcome Referrals for Personal Injury, Family Law, and Criminal Law Cases', ""Logo Recognizing Kearney, Freeman, Fogarty & Joshi, PLLC's affiliation with NOVA Top Lawyers 2022"", 'Foster Web Marketing', 'Dynamic Self-Syndication (DSS™)', 'NO ALT']","[False, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,52,https://money.com/how-to-find-truck-accident-lawyer/,70,39,1,6164207,489205,2303,1578,209,36,1,56,41.0,True,Finding the Best Truck Accident Lawyer | Money,True,1,['How To Find the Best Truck Accident Lawyer'],[True],6,"['Money Classic', 'Tips for choosing a truck accident lawyer', 'What does a truck accident lawyer do?', 'What to look for in a truck accident attorney', 'How much does a truck accident lawyer cost?', 'Find a legal team for your truck accident today']","[False, True, True, True, True, True]",11,"['1. Meet with several lawyers or law firms before choosing one', '2. Ask family and friends for recommendations', '3. Check the reputation and size of the law firm', '4. Note how well they communicate', 'Help you recover compensatory damages from liable parties', 'Help you cover medical expenses', 'Extensive experience with trucking accidents', 'Impressive client testimonials', 'Awards and public recognition', 'Transparent contingency fees', 'Strong negotiation skills']","[False, False, False, False, False, False, False, False, False, False, False]",9,"['NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'overturn truck on the side of the highway', 'Ads by Money disclaimer', 'Ads by Money disclaimer', 'Ads by Money disclaimer', 'BBB Rating A+']","[False, False, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,53,https://www.resminilawoffices.com/practice-areas/truck-accidents/,32,29,1,161268,3166,1240,157,27,11,0,41,38.0,True,"Providence Truck Accident Lawyer - Law Offices of Ronald J. Resmini, Accident & Injury Lawyers, Ltd.",True,1,['Providence Truck Accident Lawyer'],[True],10,"['401.444.4444', '401.751.8855', 'Hundreds OF MILLIONS RECOVERED FOR INJURY VICTIMS', 'Driver Error: the Leading Cause of Truck Accidents', 'Most Common Causes of Truck Accidents', 'Kinds of Truck Accidents', 'Types of Injuries from Truck Accidents', 'Hiring the Right Lawyer for Your Truck Accident Injury Case', 'Request Free Consultation', 'Areas Served']","[False, False, False, True, True, True, True, True, False, False]",6,"['Request Free Consultation', 'Rhode Island Office', 'Massachusetts Office', 'Warwick Office', 'Newport Office', 'Fall River Office']","[False, False, False, False, False, False]",3,"['Law Offices of Ronald J. Resmini, Accident & Injury Lawyers, Ltd.', 'Ngage Image', 'Ngage Image']","[False, False, False]",True,False
